fight_id,P1_id,P2_id,P1_name,P2_name,date,location,rounds_planned,P1_W,P1_L,P1_D,P2_W,P2_L,P2_D,P1_6W,P1_6L,P1_6D,P2_6W,P2_6L,P2_6D,P1_bdate,P1_stance,P1_height,P1_reach,P1_country,P2_bdate,P2_stance,P2_height,P2_reach,P2_country,P1_outcome,rounds_happened,time,referee,judge1,judge2,judge3,judge1_score,judge2_score,judge3_score,comments,P2_outcome,outcome_type,rounds_planned.1,lon,lat
1768,45898,3053,Robert Goss,Randy Archuleta,4/25/85,"San Jose, California",6,0,1,0,0,1,0,0,1,0,0,1,0,,0,0,0,USA,5/7/66,0,0,0,USA,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-121.8863286,37.3382082
1769,45898,3144,Robert Goss,Larry Villarreal,9/15/84,"Vallejo, California",4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,USA,10/23/64,0,0,0,USA,L,2,0,0,0,0,0,0,0,0,0,L,KO,4,-122.2566367,38.1040864
1767,45898,1347,Robert Goss,Paris Alexander,9/16/87,"Oakland, California",0,7,0,0,7,0,0,6,0,0,6,0,0,,0,0,0,USA,8/15/64,0,0,0,USA,L,2,0,0,0,0,0,0,0,0,0,L,KO,0,-122.2711137,37.8043637
1082,67437,352,Robert Guerrero,Floyd Mayweather Jr,5/4/13,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",12,43,0,0,43,0,0,6,0,0,6,0,0,3/27/83,southpaw,173,178,USA,2/24/77,orthodox,173,183,USA,L,12,0,Robert Byrd,Jerry Roth,Duane Ford,Julie Lederman,111-117,111-117,111-117,"(supervisor:,Jose Sulaiman,)",L,UD,12,-115.1398296,36.1699412
2053,1021,468,Robert Lewis,Jorge Paez,10/30/87,"Mexicali, Baja California",10,17,2,1,17,2,1,6,0,0,6,0,0,11/4/62,0,0,0,USA,10/27/65,orthodox,165,173,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-115.4522623,32.6245389
2057,1021,3387,Robert Lewis,Vicente Gonzalez,6/27/87,"Forum, Inglewood, California",6,3,3,1,3,3,1,2,3,1,2,3,1,11/4/62,0,0,0,USA,4/5/67,orthodox,165,163,USA,L,6,0,0,0,0,0,0,0,0,0,L,UD,6,-118.3420658,33.9583827
2046,1021,634,Robert Lewis,Bruno Rabanales,6/24/88,"Aviation Gym, Redondo Beach, California",10,21,10,2,21,10,2,0,5,1,0,5,1,11/4/62,0,0,0,USA,11/9/58,orthodox,0,0,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,SD,10,-118.3884078,33.8491816
24351,5255,659,Roberto Apolinario Godoy,Welcome Ncita,4/1/95,"Superbowl, Sun City, North-West",10,34,2,0,34,2,0,4,2,0,4,2,0,3/19/65,orthodox,163,163,Argentina,10/25/65,southpaw,166,168,South Africa,L,2,2:46,Clement Martin,0,0,0,0,0,0,Godoy down twice in the 2nd round,L,KO,10,-112.0719667,33.4476427
2667,666,1000,Roberto Cantu,Jeff Franklin,9/29/83,"Las Vegas, Nevada",6,0,0,0,0,0,0,0,0,0,0,0,0,2/24/60,0,0,0,USA,9/30/62,orthodox,170,0,USA,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-115.1398296,36.1699412
2655,666,509,Roberto Cantu,Tony Lopez,11/7/86,"Caesars Tahoe, Stateline, Nevada",10,21,0,0,21,0,0,6,0,0,6,0,0,2/24/60,0,0,0,USA,2/24/63,orthodox,168,183,USA,L,3,2:42,0,0,0,0,0,0,0,0,L,TKO,10,-119.9399029,38.9624079
2657,666,509,Roberto Cantu,Tony Lopez,3/3/86,"Sacramento, California",10,16,0,0,16,0,0,6,0,0,6,0,0,2/24/60,0,0,0,USA,2/24/63,orthodox,168,183,USA,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-121.4943996,38.5815719
17315,4602,1666,Roberto Garcia,Fred Hernandez,10/30/93,"America West Arena, Phoenix, Arizona",0,13,14,0,13,14,0,0,6,0,0,6,0,1/29/75,orthodox,171,170,USA,8/13/68,orthodox,0,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,TKO,0,-112.109313,33.5404161
17306,4602,3207,Roberto Garcia,Bobby Brewer,9/24/94,"Olympic Auditorium, Los Angeles, California",10,16,15,0,16,15,0,1,5,0,1,5,0,1/29/75,orthodox,171,170,USA,2/10/64,orthodox,173,173,USA,W,3,0,0,0,0,0,0,0,0,0,W,KO,10,-118.2436849,34.0522342
17312,4602,1173,Roberto Garcia,James Dean,2/4/94,"Civic Auditorium, Oxnard, California",8,9,5,0,9,5,0,2,4,0,2,4,0,1/29/75,orthodox,171,170,USA,1/10/68,0,0,0,USA,W,2,0,0,0,0,0,0,0,0,0,W,KO,8,-119.1770516,34.1975048
5544,298483,1197,Rocky Cazares,Ernesto Mota,3/9/87,"Spruce Goose Dome, Long Beach, California",6,0,1,0,0,1,0,0,1,0,0,1,0,,0,0,0,0,,0,0,0,0,W,1,2:10,Lou Moret,0,0,0,0,0,0,0,W,KO,6,-118.1937395,33.7700504
16768,7004,828,Rodney Garnett,Lee Cargle,1/16/95,"Louisville, Kentucky",6,31,46,1,31,46,1,0,6,0,0,6,0,9/29/67,0,170,0,USA,5/18/62,0,170,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,UD,6,-85.7584557,38.2526647
16429,16824,468,Rodney Jones,Jorge Paez,9/26/03,"DePaul Athletic Center, Chicago, Illinois",10,77,14,5,77,14,5,6,0,0,6,0,0,8/22/70,orthodox,161,163,USA,10/27/65,orthodox,165,173,Mexico,L,10,0,Timothy Adams,Mauro Di Fiore,Jerry Jakubco,Jorge Dominguez,90-99,90-99,90-99,0,L,UD,10,-87.653224,41.923989
16438,16824,828,Rodney Jones,Lee Cargle,11/3/98,"Memphis, Tennessee",10,34,76,1,34,76,1,2,4,0,2,4,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-90.0489801,35.1495343
16430,16824,828,Rodney Jones,Lee Cargle,11/9/01,Arkansas,8,35,90,1,35,90,1,0,6,0,0,6,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,N,8,0,0,0,0,0,0,0,0,0,N,NC,8,-91.8318334,35.20105
16427,16824,828,Rodney Jones,Lee Cargle,1/20/07,"Kay Rodgers Park Expo Center, Fort Smith, Arkansas",4,36,114,1,36,114,1,0,6,0,0,6,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,4,0,Jon Munz,Chris Davis,Doug Dye,Brian Jones,0,0,0,0,W,UD,4,-94.3985475,35.3859242
16444,16824,828,Rodney Jones,Lee Cargle,3/27/98,"Wild Wings Club, Fort Smith, Arkansas",8,32,70,1,32,70,1,0,6,0,0,6,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-94.3985475,35.3859242
16451,16824,828,Rodney Jones,Lee Cargle,5/16/97,"River City Events, Fort Smith, Arkansas",8,32,64,1,32,64,1,1,5,0,1,5,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-94.3985475,35.3859242
16442,16824,828,Rodney Jones,Lee Cargle,5/8/98,"Station Casino, Kansas City, Missouri",6,32,73,1,32,73,1,0,6,0,0,6,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,6,0,0,Fred Fensom,Mike England,Ron Bausch,0,0,0,0,W,UD,6,-94.5785667,39.0997265
16441,16824,828,Rodney Jones,Lee Cargle,5/19/98,"Civic Center, Saint Joseph, Missouri",4,32,74,1,32,74,1,0,6,0,0,6,0,8/22/70,orthodox,161,163,USA,5/18/62,0,170,0,USA,W,4,0,Ron Baughman,Ken Gray,Mike Putnam,Ron Bausch,0,0,0,0,W,UD,4,-94.846681,39.7674578
2243,3991,3254,Rodney Moore,Felix Trinidad,2/10/96,"MGM Grand, Las Vegas, Nevada",12,27,0,0,27,0,0,6,0,0,6,0,0,2/21/65,orthodox,175,0,USA,1/10/73,orthodox,180,184,Puerto Rico,L,4,3:00,Mitch Halpern,Glen Hamada,Dave Moretti,Jerry Roth,34-40,34-40,35-39,0,L,RTD,12,-115.1723452,36.1035315
7965,6773,3326,Rodney Wilson,Gerald Shelton,4/11/89,"Park West, Chicago, Illinois",4,2,3,1,2,3,1,2,3,1,2,3,1,1/27/68,orthodox,0,0,USA,7/9/66,0,0,0,USA,W,4,0,Nate Morgan,0,0,0,0,0,0,0,W,UD,4,-87.6441266,41.9289391
7935,6773,1547,Rodney Wilson,Rafael Ruelas,11/14/97,"South Padre Island, Texas",10,49,3,0,49,3,0,6,0,0,6,0,0,1/27/68,orthodox,0,0,USA,4/26/71,orthodox,180,180,USA,L,7,2:59,0,Freddy Ledesma,Bobby Wells,Lee Rogers,0,0,0,0,L,TKO,10,-97.1681257,26.1118401
6912,3694,2351,Rodolfo Gomez,Javier Marquez,9/4/92,"El Paso, Texas",12,41,12,3,41,12,3,2,4,0,2,4,0,1/30/68,southpaw,178,0,Mexico,8/24/62,southpaw,166,0,Mexico,W,7,0,0,0,0,0,0,0,0,0,W,TKO,12,-106.4424559,31.7775757
6916,3694,2493,Rodolfo Gomez,Jorge Ramirez,5/17/91,"Hermosillo, Sonora",10,56,6,3,56,6,3,4,1,1,4,1,1,1/30/68,southpaw,178,0,Mexico,1/23/65,orthodox,0,0,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-110.9559192,29.0729673
6926,3694,2493,Rodolfo Gomez,Jorge Ramirez,6/16/89,"Mexicali, Baja California",12,50,4,2,50,4,2,6,0,0,6,0,0,1/30/68,southpaw,178,0,Mexico,1/23/65,orthodox,0,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,TKO,12,-115.4522623,32.6245389
6918,3694,511,Rodolfo Gomez,Genaro Hernandez,12/6/90,"Great Western Forum, Inglewood, California",10,21,0,0,21,0,0,6,0,0,6,0,0,1/30/68,southpaw,178,0,Mexico,5/10/66,orthodox,180,183,USA,L,5,2:00,Pat Russell,Burton Gillium,Dick Young,0,0,0,0,Gomez down in the 5th,L,KO,10,-118.3531311,33.9616801
3620,6601,814,Rodrigo Cerda,Aaron Lopez,5/14/92,"Reynosa, Tamaulipas",0,24,9,2,24,9,2,3,3,0,3,3,0,2/21/74,orthodox,168,175,Mexico,6/28/62,orthodox,0,0,USA,W,3,0,0,0,0,0,0,0,0,0,W,TKO,0,-98.2978951,26.0508406
3605,6601,483,Rodrigo Cerda,Hector Lizarraga,12/10/95,"Friant, California",0,30,8,5,30,8,5,6,0,0,6,0,0,2/21/74,orthodox,168,175,Mexico,9/1/66,orthodox,0,0,Mexico,L,4,0,0,0,0,0,0,0,0,0,L,TKO,0,-119.7118118,36.9877274
11956,4600,1773,Roger Bonine,Ed Pollard,3/21/92,"Miami Beach, Florida",0,18,14,0,18,14,0,2,4,0,2,4,0,12/27/72,0,0,0,USA,9/26/62,southpaw,0,0,Barbados,L,5,0,0,0,0,0,0,0,0,0,L,TKO,0,-80.1300455,25.790654
11953,4600,468,Roger Bonine,Jorge Paez,7/13/92,"Great Western Forum, Inglewood, California",10,41,4,4,41,4,4,4,1,1,4,1,1,12/27/72,0,0,0,USA,10/27/65,orthodox,165,173,Mexico,L,1,2:55,Chuck Hassett,0,0,0,0,0,0,0,L,KO,10,-118.3531311,33.9616801
2130,4413,2148,Roland Commings,Oba Carr,3/17/92,"The Palace, Auburn Hills, Michigan",10,23,0,0,23,0,0,6,0,0,6,0,0,12/18/65,orthodox,0,0,USA,5/11/72,orthodox,176,183,USA,L,10,0,0,James Hoomaian,Charles McHenry,Bernard Teachout,92-97,91-99,91-99,0,L,UD,10,-83.2457164,42.697084
4876,1129,1243,Rosendo Alonso,Martin Garcia,6/24/77,"Arena Coliseo, Guadalajara, Jalisco",4,0,0,0,0,0,0,0,0,0,0,0,0,5/19/61,0,0,0,Mexico,,0,0,0,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,PTS,4,-103.3496092,20.6596988
4865,1129,3214,Rosendo Alonso,Arturo Hernandez,1/19/79,"Arena Coliseo, Guadalajara, Jalisco",10,2,2,0,2,2,0,2,2,0,2,2,0,5/19/61,0,0,0,Mexico,8/3/60,0,0,0,Mexico,W,0,0,0,0,0,0,0,0,0,0,W,KO,10,-103.3496092,20.6596988
4830,1129,468,Rosendo Alonso,Jorge Paez,2/26/88,"La Paz, Baja California Sur",0,21,2,1,21,2,1,6,0,0,6,0,0,5/19/61,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,0,-110.3127531,24.1426408
4836,1129,2351,Rosendo Alonso,Javier Marquez,12/1/84,"Mexicali, Baja California",0,20,3,1,20,3,1,5,1,0,5,1,0,5/19/61,0,0,0,Mexico,8/24/62,southpaw,166,0,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,0,-115.4522623,32.6245389
4843,1129,2351,Rosendo Alonso,Javier Marquez,10/1/82,"Mexicali, Baja California",0,12,1,0,12,1,0,5,1,0,5,1,0,5/19/61,0,0,0,Mexico,8/24/62,southpaw,166,0,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,KO,0,-115.4522623,32.6245389
4842,1129,2351,Rosendo Alonso,Javier Marquez,9/29/83,"Olympic Auditorium, Los Angeles, California",10,15,2,1,15,2,1,4,1,1,4,1,1,5/19/61,0,0,0,Mexico,8/24/62,southpaw,166,0,Mexico,N,8,0,0,0,0,0,0,0,0,0,N,NC,10,-118.2436849,34.0522342
4820,1129,1547,Rosendo Alonso,Rafael Ruelas,7/31/90,"Country Club, Reseda, California",0,18,0,0,18,0,0,6,0,0,6,0,0,5/19/61,0,0,0,Mexico,4/26/71,orthodox,180,180,USA,L,1,0,Chuck Hassett,0,0,0,0,0,0,0,L,TKO,0,-118.5360517,34.2011141
4821,1129,2131,Rosendo Alonso,Lupe Gutierrez,8/14/89,"Lawlor Events Center, Reno, Nevada",10,21,2,0,21,2,0,5,1,0,5,1,0,5/19/61,0,0,0,Mexico,12/13/63,orthodox,168,0,USA,L,2,2:14,0,0,0,0,0,0,0,0,L,TKO,10,-119.8184102,39.5451361
4827,1129,2131,Rosendo Alonso,Lupe Gutierrez,9/9/88,"Modesto, California",0,18,1,0,18,1,0,6,0,0,6,0,0,5/19/61,0,0,0,Mexico,12/13/63,orthodox,168,0,USA,L,2,0,0,0,0,0,0,0,0,0,L,TKO,0,-120.9968782,37.6390972
5833,8504,1188,Rowdy Welch,Jeff Mayweather,5/7/92,"Bozeman, Montana",10,22,1,1,22,1,1,6,0,0,6,0,0,4/10/64,0,0,0,USA,7/4/64,orthodox,0,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-111.0429339,45.6769979
5845,8504,1838,Rowdy Welch,Richard Garcia,3/16/89,"Harrah's Hotel & Casino, Reno, Nevada",6,2,3,0,2,3,0,2,3,0,2,3,0,4/10/64,0,0,0,USA,2/13/64,0,0,0,USA,W,4,0,0,Herb Santos,John McSweeny,Lillian Runningwolf,0,0,0,Welch won by unanimous decision per NAC 467.702- Fight stopped in the 4th round- Garcia cut.,W,TD,6,-115.172542,36.119215
1659,8427,1000,Roy Muniz,Jeff Franklin,12/13/84,"High Sierra, Stateline, Nevada",4,6,0,0,6,0,0,6,0,0,6,0,0,12/26/65,0,0,0,USA,9/30/62,orthodox,170,0,USA,L,4,0:29,0,0,0,0,0,0,0,0,L,UD,4,-119.9399029,38.9624079
24234,5648,1102,Roy Simpson,Jeff Hanna,3/7/93,"Expo Center, Orlando, Florida",8,21,27,2,21,27,2,2,4,0,2,4,0,5/7/64,orthodox,175,0,USA,8/23/59,orthodox,0,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,UD,8,-81.3792365,28.5383355
16415,16822,828,Ruben Galvan,Lee Cargle,2/24/00,"Paducah, Kentucky",6,35,82,1,35,82,1,1,5,0,1,5,0,9/17/72,orthodox,170,0,USA,5/18/62,0,170,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,UD,6,-88.6000478,37.0833893
16401,16822,468,Ruben Galvan,Jorge Paez,7/25/03,"Celebrity Theater, Phoenix, Arizona",10,76,14,5,76,14,5,6,0,0,6,0,0,9/17/72,orthodox,170,0,USA,10/27/65,orthodox,165,173,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-112.0740373,33.4483771
2785,1274,3025,Ruben Macklis,Edward Rodriquez,4/25/85,"San Jose, California",6,5,1,0,5,1,0,5,1,0,5,1,0,,0,0,0,USA,2/21/66,southpaw,177,0,USA,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-121.8863286,37.3382082
2639,45895,2102,Ruben Maldonado,Javier Macias,8/13/87,"Forum, Inglewood, California",4,3,2,0,3,2,0,3,2,0,3,2,0,10/1/61,0,0,0,USA,,0,0,0,USA,W,4,0,0,0,0,0,0,0,0,0,W,MD,4,-118.3420658,33.9583827
2633,45895,1274,Ruben Maldonado,Ruben Macklis,12/28/88,"Casa Royal Hotel, Bakersfield, California",6,3,6,1,3,6,1,2,3,1,2,3,1,10/1/61,0,0,0,USA,,0,0,0,USA,D,6,0,0,0,0,0,0,0,0,0,D,PTS,6,-119.0187125,35.3732921
2634,45895,1651,Ruben Maldonado,Hernan Cortez,12/1/88,"Bakersfield, California",4,0,4,2,0,4,2,0,4,2,0,4,2,10/1/61,0,0,0,USA,,0,0,0,USA,W,4,0,0,0,0,0,0,0,0,0,W,PTS,4,-119.0187125,35.3732921
2645,45895,2951,Ruben Maldonado,Nery Reyes,2/21/85,California,5,1,2,0,1,2,0,1,2,0,1,2,0,10/1/61,0,0,0,USA,,0,0,0,USA,L,5,0,0,0,0,0,0,0,0,0,L,PTS,5,-119.4179324,36.778261
2636,45895,1347,Ruben Maldonado,Paris Alexander,3/12/88,"Cathedral Hill Hotel, San Francisco, California",6,9,1,0,9,1,0,5,1,0,5,1,0,10/1/61,0,0,0,USA,8/15/64,0,0,0,USA,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-122.4047,37.7818
18389,7391,2502,Rudy Lovato,Chris Linson,5/16/98,"Paolo Solari Amphitheatre, Santa Fe, New Mexico",12,13,1,1,13,1,1,4,1,1,4,1,1,10/12/68,orthodox,169,0,USA,3/6/77,orthodox,165,0,USA,L,12,0,Lorenzo Saiz,William Gantt,Neffie Quintana,Larry Chavez,112-117,114-115,114-115,New Mexico State Light Welterweight Title,L,UD,12,-105.937799,35.6869752
7822,4597,1021,Russell Mosley,Robert Lewis,7/29/86,"Country Club, Reseda, California",4,1,0,0,1,0,0,1,0,0,1,0,0,9/5/64,0,0,0,USA,11/4/62,0,0,0,USA,W,4,0,0,0,0,0,0,0,0,0,W,UD,4,-118.5360517,34.2011141
14294,3154,468,Salvador Sara,Jorge Paez,4/22/86,"San Luis Colorado, Guanajuato",0,5,1,1,5,1,1,4,1,1,4,1,1,,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,0,-114.8031869,32.4628185
14272,2930,468,Salvador Villavicensio,Jorge Paez,4/16/85,"Tijuana, Baja California",4,4,0,0,4,0,0,4,0,0,4,0,0,,0,0,0,0,10/27/65,orthodox,165,173,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,PTS,4,-117.0382471,32.5149469
17157,6472,767,Sam Jones,Javier Lucas,12/17/88,"Tijuana, Baja California",0,34,5,0,34,5,0,6,0,0,6,0,0,1/1/65,0,0,0,USA,11/27/61,southpaw,0,0,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,TKO,0,-117.0382471,32.5149469
5859,49449,1021,Sam Miller,Robert Lewis,8/21/92,"Union Plaza Casino, Las Vegas, Nevada",6,11,20,4,11,20,4,0,5,1,0,5,1,1/6/68,orthodox,0,0,USA,11/4/62,0,0,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,UD,6,-115.142743,36.1727235
10771,15481,468,Sandro Marcos,Jorge Paez,12/13/02,"Desert Diamond Casino, Tucson, Arizona",10,74,14,5,74,14,5,5,0,1,5,0,1,8/13/73,orthodox,170,183,Mexico,10/27/65,orthodox,165,173,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,TKO,10,-110.926479,32.2217429
10767,15481,1362,Sandro Marcos,Kevin Kelley,11/4/05,"Ventura Theatre, Ventura, California",10,56,6,2,56,6,2,5,1,0,5,1,0,8/13/73,orthodox,170,183,Mexico,6/29/67,southpaw,170,180,USA,L,4,2:23,Lou Moret,0,0,0,0,0,0,0,L,TKO,10,-119.2290316,34.274646
22286,348759,352,Saul Alvarez,Floyd Mayweather Jr,9/14/13,"MGM Grand, Grand Garden Arena, Las Vegas, Nevada",12,44,0,0,44,0,0,6,0,0,6,0,0,7/18/90,orthodox,175,179,Mexico,2/24/77,orthodox,173,183,USA,L,12,0,Kenny Bayless,Dave Moretti,C.J. Ross,Craig Metcalfe,112-116,114-114,111-117,"(supervisor:,Mauricio Sulaiman,),(supervisor:,Gilberto Jesus Mendoza,)",L,MD,12,-115.1398296,36.1699412
16477,27236,1883,Scott McCracken,Randy Reedy,11/10/99,"Mountaineer Casino Racetrack and Resort, Chester, West Virginia",8,6,49,1,6,49,1,0,6,0,0,6,0,1/18/78,orthodox,175,180,USA,9/29/60,0,0,0,USA,W,2,0,0,0,0,0,0,0,0,0,W,KO,8,-80.5628478,40.6131203
16463,27236,468,Scott McCracken,Jorge Paez,12/5/03,"Dodge Theater, Phoenix, Arizona",10,78,14,5,78,14,5,6,0,0,6,0,0,1/18/78,orthodox,175,180,USA,10/27/65,orthodox,165,173,Mexico,L,10,0,Robert Ferrara,Howard Richey,Chris Wilson,Aaron Kizer,94-96,94-96,96-94,0,L,SD,10,-112.0740373,33.4483771
11229,51886,828,Sean Plessis,Lee Cargle,7/1/05,"Sparwood Arena, Sparwood, British Columbia",8,36,106,1,36,106,1,0,6,0,0,6,0,6/21/78,orthodox,170,0,USA,5/18/62,0,170,0,USA,W,8,0,Len Koivisto,Donald Boswell,Jim Flanders,Craig Metcalfe,80-72,80-72,80-72,0,W,UD,8,-114.8796552,49.7344685
3927,6975,483,Sergio Macias,Hector Lizarraga,5/15/99,"Table Mountain Casino, Friant, California",10,36,9,5,36,9,5,5,1,0,5,1,0,10/2/72,orthodox,173,178,USA,9/1/66,orthodox,0,0,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-119.7118118,36.9877274
9557,4952,352,Shane Mosley,Floyd Mayweather Jr,5/1/10,"MGM Grand, Las Vegas, Nevada",12,40,0,0,40,0,0,6,0,0,6,0,0,9/7/71,orthodox,174,180,USA,2/24/77,orthodox,173,183,USA,L,12,0,Kenny Bayless,Dave Moretti,Robert Hoyle,Adalaide Byrd,109-119,110-118,109-119,0,L,UD,12,-115.1723452,36.1035315
9592,4952,1155,Shane Mosley,Mauricio Aceves,7/20/95,"Arrowhead Pond, Anaheim, California",10,26,14,1,26,14,1,0,6,0,0,6,0,9/7/71,orthodox,174,180,USA,12/18/60,southpaw,0,0,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,KO,10,-117.9145036,33.8352932
21638,1382,2169,Sharmba Mitchell,Dana Roston,1/11/90,"Trump Plaza Hotel, Atlantic City, New Jersey",8,15,11,2,15,11,2,1,5,0,1,5,0,8/27/70,southpaw,170,183,USA,4/20/62,0,0,0,USA,W,1,1:10,Frank Cappuccino,0,0,0,0,0,0,0,W,TKO,8,-74.4056612,40.0583238
21637,1382,3207,Sharmba Mitchell,Bobby Brewer,2/1/90,"Trump Plaza Hotel, Atlantic City, New Jersey",8,7,2,0,7,2,0,4,2,0,4,2,0,8/27/70,southpaw,170,183,USA,2/10/64,orthodox,173,173,USA,W,8,0,0,0,0,0,0,0,0,0,W,UD,8,-74.4056612,40.0583238
21589,1382,352,Sharmba Mitchell,Floyd Mayweather Jr,11/19/05,"Rose Garden, Portland, Oregon",12,34,0,0,34,0,0,6,0,0,6,0,0,8/27/70,southpaw,170,183,USA,2/24/77,orthodox,173,183,USA,L,6,2:06,Richard Steele,Greg Baker,Duane Ford,Jim Howard,0,0,0,Mitchell down once in Rounds 3 and 6.,L,TKO,12,-122.6659933,45.4498822
19642,7899,828,Shawn Simmons,Lee Cargle,4/30/98,"Louisville, Kentucky",8,32,72,1,32,72,1,0,6,0,0,6,0,5/19/61,0,0,0,USA,5/18/62,0,170,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-85.7584557,38.2526647
19649,7899,1883,Shawn Simmons,Randy Reedy,7/15/95,"Evansville, Kentucky",10,5,36,1,5,36,1,1,5,0,1,5,0,5/19/61,0,0,0,USA,9/29/60,0,0,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-87.5710898,37.9715592
19665,7899,1883,Shawn Simmons,Randy Reedy,8/26/89,"Murray, Kentucky",8,4,29,1,4,29,1,0,6,0,0,6,0,5/19/61,0,0,0,USA,9/29/60,0,0,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-88.314761,36.6103334
19650,7899,828,Shawn Simmons,Lee Cargle,4/22/95,"Paducah, Kentucky",10,31,52,1,31,52,1,0,6,0,0,6,0,5/19/61,0,0,0,USA,5/18/62,0,170,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,UD,10,-88.6000478,37.0833893
19636,7899,828,Shawn Simmons,Lee Cargle,11/7/00,"Memphis, Tennessee",6,35,85,1,35,85,1,1,5,0,1,5,0,5/19/61,0,0,0,USA,5/18/62,0,170,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,PTS,6,-90.0489801,35.1495343
1212,65400,468,Silverio Ortiz,Jorge Paez,2/7/03,"HP Pavilion, San Jose, California",10,75,14,5,75,14,5,5,0,1,5,0,1,12/17/82,orthodox,168,178,Mexico,10/27/65,orthodox,165,173,Mexico,L,7,2:37,Marty Sammon,0,0,0,0,0,0,"After careful scrutiny of the tape of the bout, the commission decided that after Paez was knocked out by an unintentional blow from Ortiz while the referee was separating the fighters,The correct call would have been to decide the outcome of the fight by going to the scorecards. Paez was ahead on the scorecards and has been declared winner of the bout by a split decision.",L,TD,10,-121.902709,37.33287
14376,3769,1299,Silvestre Castillo,Ditau Paul Molefyane,9/11/89,"Indoor Centre, Springs, Gauteng",10,13,3,0,13,3,0,5,1,0,5,1,0,5/20/68,0,0,0,Mexico,1/6/65,orthodox,175,0,South Africa,L,6,0,Abri Schutte,0,0,0,0,0,0,0,L,TKO,10,28.4630376,-26.2607243
14372,3769,657,Silvestre Castillo,Tom Johnson,1/25/91,"Memorial Coliseum, Corpus Christi, Texas",10,21,1,1,21,1,1,4,1,1,4,1,1,5/20/68,0,0,0,Mexico,7/15/64,orthodox,166,177,USA,L,4,2:57,0,0,0,0,0,0,0,0,L,TKO,10,-97.3934501,27.7873353
14380,3769,468,Silvestre Castillo,Jorge Paez,4/25/87,"Mexico City, Distrito Federal",0,14,2,1,14,2,1,6,0,0,6,0,0,5/20/68,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,6,0,0,0,0,0,0,0,0,0,L,KO,0,-99.133208,19.4326077
4489,1503,1547,Simon Contreras,Rafael Ruelas,2/5/90,"Great Western Forum, Inglewood, California",0,12,0,0,12,0,0,6,0,0,6,0,0,,0,0,0,Mexico,4/26/71,orthodox,180,180,USA,L,5,0:54,0,0,0,0,0,0,0,0,L,KO,0,-118.3531311,33.9616801
4497,1503,1494,Simon Contreras,Juvenal Molina,9/30/88,"Aviation Gym, Redondo Beach, California",6,5,11,2,5,11,2,0,5,1,0,5,1,,0,0,0,Mexico,9/29/63,0,0,0,Mexico,W,6,0,Kenny Davis,0,0,0,0,0,0,0,W,PTS,6,-118.3884078,33.8491816
